"","artist","song","spotify_uri"
"12996","Lanae' Hale","Love Is Worth The Fight","5aFug1c0Yoe5vA5vbiQkyF"
"12997","LANDA DANIEL","ZTRACENI HOSI","15T02ONIOxpmlQcWiuCIaY"
"12998","Langhorne Slim","In The Midnight","1DPCtBZb6Gd5ILyndps81t"
"12999","Lank","Floppcorn (Original Mix)","1ih3bSXKSofUN5cR8hkV1k"
"13000","Lapsus Dei","The Repentant Priest","0AKowThj9sCOLiNw2JNA4d"
"13001","Lara","Seitdem Du Mich Liebst","56bldkdNnYkF7zQbWwcFOW"
"13002","Larry Coryell","Brazilia","0BpCXpFkWHnGoiO1xYMRp0"
"13003","Larry Coryell","Warm Weather","68t9XUqziJe2Pujl2rhA9W"
"13004","Larry McCray","Buck Naked","4obk01DeEsDQv13hoNLDAz"
"13005","Larry Norman","Watch What You're Doing (Long Version Edit)","7kMlLsQA4SzJ3XvigaSXjf"
"13006","Larry Stephenson","You'll See Jesus","5S03VI9NoERKNR4AzJaeUG"
"13007","Lars Frederiksen And The Bastards","Little Rude Girl","25l4TepxsOFAwYuyOzUMbk"
"13008","Larsen","Halt","1CenhRW3nB33Q9lEX63nUz"
"13009","Larsen","Lefrak City Limits","4Jgc1UGsizn7WhCU5q4Vvp"
"13010","Larue","Reason","0puew2KVP4xnZbviS4C2KC"
"13011","Last Tuesday","Treadmill","5qlxme0xIKa6MiemcYQTGK"
"13012","Latinos Band","La Butirarra De Pacho","5T25BVDnaih9WMCIxO6mxU"
"13013","Laura Cantrell","Queen of the Coast","3V8pmCbyNoYE0zunQwOZn1"
"13014","Laura Nyro","Blackpatch","3im2QrerP8A0KFITo03v7Y"
"13015","Laura Nyro","Sweet Blindness","6xjO42W2ynahl1uUpJGdSt"
"13016","Laura Nyro","When I Was A Freeport And You Were The Main Drag","0zSjCcsNFRZJCMJhlRyyon"
"13017","Laura Voutilainen","PidÃ¤ huolta","0lBCg4YAeiG2Q47FJRPAP5"
"13018","Laurel & Hardy","At the Ball_ That's All","4dRpV5O1AAbzbIdnqPdFBM"
"13019","Laurel Aitken","You Left Me Standing","6HQEIyglozz4MbSP0EiS7x"
"13020","Laurent Voulzy","La Fille D'Avril","280lHsl3Llvtz3Lv2YX430"
"13021","Laurie Anderson","Sweaters","0jTpCwqu8KtSccW9fOyfEX"
"13022","Lauryn Hill","Selah","5HKjmf29Oym6yAUASbKtOs"
"13023","Lauryn Hill","The Passion","1j1SEf9cpBQ0azBl7qKnGm"
"13024","Lavay Smith & Her Red Hot Skillet Lickers","Downhearted Blues","0PPoysALAFlYVszXJdoa9b"
"13025","Lawnmower Deth","Egg Sandwich","6pEbSPi9A1CSENtty5jA59"
"13026","Lawnmower Deth","Feetcleaner","3tyhOwXb8iP6OJEkicknET"
"13027","Lawrence English","The Prelude To","3FhI755gUgqMdjCyr0XuEd"
"13028","Lawrence Welk","Carolina In The Morning","40ob4uwuzbzOsSaJoiz251"
"13029","Lazard","Your Heart keeps Burning","4nul7EMRp5XIRNKUE31lRw"
"13030","Lazy Rich","A-OK","2usjQgYI2VcAQ1nA6JQ1oR"
"13031","LCD Soundsystem","Too Much Love","0o0w7R5s7FT60liDBgxVFC"
"13032","Le Loup","Sherpa","4m42KCdlGfH7lhoGNm5GI3"
"13033","Le Orme","Lacrime Di Sale","0jUBBUkH4ALTIAzCorbFDP"
"13034","Leama & Moor","Fact Of The Matter","26OlEXc9OUxewNCEBgUJQB"
"13035","Ledernacken","Let Yourself Go","0KkiW9tTa29rqbygRdjkXW"
"13036","Ledisi","Lost And Found (Find Me)","5dLmAyIIcmlntDrhLVeITW"
"13037","Lee ""Scratch"" Perry","Inspector Gadget","71euQOTqFxTUcOID4ecvhc"
"13038","Lee Andrews And The Hearts","Long Lonely Nights","7uVgrZmfjWcjoblrCGEsfX"
"13039","Lee Andrews_ The Hearts","Long Lonely Nights","53tVe6Na4oWbQ0tPBP1WVS"
"13040","Lee Michaels","Spare Change","3xg0bBcToRtFLnZpaINyqU"
"13041","Lee Morgan","Anti Climax","7yU5OHs4fZlR6HzISISbgj"
"13042","Lee Ritenour","Blue Days (Dias Azuis)","2t1J5JFHlvTHBpS92BzNkw"
"13043","Left Side Brain","Capitulate","3qzDovXR7i5l9aL84KfILd"
"13044","Lefty Frizzell","I Love You A Thousand Ways","7pWjsuL63J2CBvml3dCCS4"
"13045","Lefty Frizzell","She's Gone_ Gone_ Gone","21L8cOFeq9eEayowNpX0yh"
"13046","Legacy Five","Don't Go Swimming (Live)","7fuTihYkCNfRx6K9kqwSgV"
"13047","Legacy Five","I Need Thee","06Lbi9gOtvdsxt8QhpvYgk"
"13048","Legacy Five","Roll Away","7smQJG2BfOkFr7AoyRENhK"
"13049","Legacy Five","Strike Up The Band","2aawGn0Ue1AIdHvIMZRNUC"
"13050","Legendary Pink Dots","Fate's Faithful Punchline","6Rep2ozmwScfYFldusTGg6"
"13051","Leif Garrett","You Had To Go And Change On Me","5K0VJPabJa2dRvciXlOocY"
"13052","Leila Forouhar","Vadeh","5ny38633pZZSbhJM2zSSuy"
"13053","Lelio Luttazzi","Storie del bosco viennese","5E5GOx3bf2PnbeZiLEWnJQ"
"13054","Lemon Jelly","Stay With You","4vyLcnuVAwrLOf46w5FrjB"
"13055","Lemonade","Bliss Out","2WdOR0Jfud3G44A3oU1fLV"
"13056","Lemongrass","Water People","29tTa0CbaPccmrhmZZSiMg"
"13057","Lena & Die Jamba Band","Ja Die Giraffen","7EGRY3pA0ROzhV28FNWuk6"
"13058","Lena Horne","Sometimes I Feel Like a Motherless Child","3pDXyuNFqCiDL6jePk06dh"
"13059","Lena Horne","What Are You Doing New Year's Eve","4bAKkVxmsOiS4NjXHYxdPJ"
"13060","Lena Horne & Gabor Szabo","Rocky Raccoon","2n15TW4qA0ogvP1zsNAZIa"
"13061","Lendakaris Muertos","El ultimo txakurra","1mTpXvs3toXkEkymoGZZRP"
"13062","Leng Tch'e","Lucid Denial","11AZvABi2AT5KTwh0DAeby"
"13063","Leng Tch'e","The White Noise","5QusT1LmOTxqyaWJqpcw8C"
"13064","Lenine","LÃ¡ Vem A Cidade","6IVkdHoZX0vtrRQeTjEEjs"
"13065","Leny Andrade","Stella By Starlight","47alT3N0R5FF1GkeUescWi"
"13066","Leona Lewis","Take A Bow","1cMa2nhvThrtJXANJIgx7R"
"13067","Leona Williams & Edna Winston","I Wish I Could Shimmer Like Mt Sister Kate","5XhnhqtXwgz2V8ZrrMy86x"
"13068","Leonard Cohen","By The Rivers Dark","2ZOyFqMU9CA2thHuQqGYDj"
"13069","Leonard Cohen","Suzanne","2L93TdW2GMue1H2zlkt30F"
"13070","Leonard Cohen","The Partisan","2E5vl5eF4M4QbaADGegVDP"
"13071","Leonard Cohen","Tonight Will Be Fine","3EgkF1mUzKXiyjzxtuTjp9"
"13072","Leroy Carr","Black Gal (What Makes Your Head So Hard?)","18utLMuUWkSpJwqmVQl9nE"
"13073","Les Brown","It's hard - ask for help","6Vc2Je6HkCxyrSrHWrLIuh"
"13074","Les Brown","Mexican Hat Dance","1tsvu9JW6FZcMkJ0ZvIr0D"
"13075","Les Hurlements D'leo","Chipoti chipota","3JBt8Q3CnL8lQBafNFwDeW"
"13076","Les Innocents","Fous Ã€ Lier","3sOwbRqUDkhx3L5CyDGqfF"
"13077","Les Petits Pilous","Nice Bird","7IbDxNd6vsmYzblOwH1Gye"
"13078","Les Trois Accords","Ton Avion","64rKQaR1MnoL9QWns3vZvf"
"13079","Les Wriggles","Dieubouddhallah","3tkifuY2ZZ9ijdlIyOF7a5"
"13080","Lesley Gore","Judy's Turn To Cry","5Vb0SgInHwS0tq46dApdBY"
"13081","Leslie Phillips","Your Kindness (Recollection Version)","1ADaYNGouIqEnwVZlWTWMW"
"13082","Lester Flatt / Earl Scruggs / The Foggy Mountain Boys","Foggy Mountain Breakdown","5ZhPZAGuvjkfdlUQH3e1YI"
"13083","Lester Young","Lester Leaps In","6ZmYmdCcQenMcSCJTqCn2G"
"13084","Let's Go Outside","Amici Invisibili","2poaZzdfgoClT78uRYGc8h"
"13085","Letu Stuke","Mjesto Za Dvoje","3nVjkGgk1XTgGHAyVYTUiW"
"13086","Letzte Instanz","Unerreicht","3jJHG2WtgCHG5jv6z32bTx"
"13087","Levert","Addicted To You (Bonus Track)","5E2mQFg8FPilqPefJCvMEw"
"13088","Levitation","More Than Ever People","6l6u13PQYAa18sSkY27VyT"
"13089","Lewis Black","Gamblers","3JmGLURvjNjlY0s4mkMs7s"
"13090","Lewis Black","Xmas Halftime","0KYLs7zvoSJMdhH4HhOuUS"
"13091","Lewis Taylor","Track","4f4R0p3LwfWVDJye9B0odf"
"13092","Li'l Cap'n Travis","Blue Chair","1oEYHgEzqsTKZ1wrAqoEeF"
"13093","Liam Finn","Lullaby","6Hb7WLPsTRMd9gXHg2PH6x"
"13094","Liam Lynch","Fake Depeche Mode Song","48YEIG1p1BEgZ8YxyNzeNW"
"13095","Liam Lynch","Happy","4NHywppSq0JNtm7iDpTjs0"
"13096","Liam Lynch","SOS","2xk4wlB6orxXE1KF0NwTWY"
"13097","Liam Lynch","You're an Arrow","41wfPokTZslW7zkPDwOHco"
"13098","Lichtensteiner","Lichtensteiner Polka","6j3a39Jn2DOAmyGLmmxaZc"
"13099","Life Without Buildings","Juno","5riFX7njGgjxCOonpNIqTz"
"13100","Lifer","Not Like You","3DfUHFCmx8QqvpjYhZof29"
"13101","Lifesavas","Fa Show","5qbhumUAWswoTXqn5JK0a0"
"13102","Lifesavas","Livin' Time / Life: Movement 1","2n7OKtxbHwRm6O8paJf4XP"
"13103","Lifesavas","No Surprise + Scene 1 - Fly Paper","6PJsnZgk1lDeF0OuFAaEIv"
"13104","Light In Your Life","Do You Know I Tried to Comfort You When You Cried In Your Sleep","7GdxjdVH6m2p6dgbH4tJcP"
"13105","Lightnin' Hopkins","Appetite Blues","605aXWZKO7PZ3ZcvX9cZj6"
"13106","Like Woah!","Girls Sing","4ySO0G0TNKWI4S6STVX44b"
"13107","Lil Keke","What It Do (feat. Hawk & Pokey)","0BjYlhmBQ7yztxuKRZDxgd"
"13108","Lil O","My Everything [Screwed] (feat. Trae The Truth)","1hVwAWqaIUMMzobJXB5b4P"
"13109","Lil Wayne / Kevin Rudolf","One Way Trip","51YlMVntDS27aP9p0j80yx"
"13110","Lil' Band O' Gold","Parlez Nous A Boire","79VQWelEEhlKEnRFXBHMtq"
"13111","Lil' Love","Little Love","7sNB54KJhjwtq8amVdzLGj"
"13112","Lili Araujo","Todas aquelas coisas","0qGTA50VI3ZGw5Nw6MqWR4"
"13113","Lili Boniche","Il N'y A Qu'un Seul Dieu (Live Olympia)","1RS7D6e2bM69O6ClWPSieC"
"13114","Lili Boniche","Petit Bambino (Live Olympia)","5V5egdohq4hKxybQt8jXuD"
"13115","Lillian Axe","Fire_ Blood_ The Earth And Sea","2y9t6oHqyoOwdMFBZqJWFX"
"13116","Lillian Glinn","Shake It Down","3xmhV9jFsMMn8H5jh6hZKk"
"13117","Lincoln Brewster","Majestic","3p0RuQQTO5HYUpiAA8qQBJ"
"13118","Line Renaud","Paris (Medley)","064R6NneZarM42VmDrmCn0"
"13119","Link","Falling Out","1F80DwvnSwUNg3Ph9o7Jy8"
"13120","Link 80","What Can I Do?","5q7Drt8AVfVJsJf6kriFc8"
"13121","Link Wray","Young And In Love (demo)","2HL5sduiYIUP6P4rgGFrIF"
"13122","Linkwood","Whats up with the Underground","7gJlCbviT0ySRxXi2lZ9mB"
"13123","Linval Thompson","Looks Like Its Gonna Rain","1bQylchN2pejQMb85PeTP4"
"13124","Lio","Je me tords","799jzpGalvwbHivIysNpqU"
"13125","Lionel Richie","Can't Slow Down","0sg6aYZ955rNFb10YFn1nA"
"13126","Lions At Your Door","Layd","42zhpu8Xp0SXEYfovshi97"
"13127","Liquid Soul","Footprints","5kOll40SY2i8a4578zHWZh"
"13128","Liquid Spill","Open Arms Monkey Business Club Mix","3nasqRSHvRQrpRNTlgfDeL"
"13129","Lisa Brokop","Before He Kissed Me","0q64dnzWQCpIJpts67vRbg"
"13130","Lisa Germano","In The Maybe World","1cRagQk6VYJCgAgvbTzBoW"
"13131","Lisa Germano","Magic","1gNRprKkycgnetfpAmwFg6"
"13132","Lisa Germano","We Suck","0IfnZL1L4sEa0LZbJH27tg"
"13133","Lisa Lashes","French Kiss","6X2iCuE7y0Ah0mFTHUQnUM"
"13134","Lisa Lynne","The White Ship Of Hope","2sURHiZIoNzkweCxT2wnDE"
"13135","Lisa Papineau","The End of Desire","7Ed5Rsn5Iggua5RV7YQO3k"
"13136","Lisa Stansfield","The Line","0f3zHHODZdwizQUECT1YlM"
"13137","Lisac Josipa","1000 razloga","6sJ5USfrd4yv5EGxhPoenx"
"13138","Little Anthony & The Imperials","What Did I Do","3bkAxf6smcJRWPb8UaMnHf"
"13139","Little Beaver","A Little Something Nice","0qvi5w15XY0Q437HQE8i0i"
"13140","Little Brother","Go Off Go On","0OUdKmEH97MRHkKTH9DT2j"
"13141","Little Brother","Sincerely Yours (Explicit Version)","7KkHjQJEAEk1px0u6W281d"
"13142","Little Brother Montgomery","Do You Know What It Means To Miss New Orleans","0DzQWglfRd7JSlKjzxCTat"
"13143","Little Brother Montgomery","Miles Davis Blues","35PQEse5cSke0pJUS4ctPI"
"13144","Little Brother Montgomery","Vicksburg 44","2W1wVsw9LpqYVSN9drPgTn"
"13145","Little John","She No Ready","4pgKlGH7ll4QSrC56Ngt7L"
"13146","Little Milton","I Can't Quit You Baby","0VRoJE9NqpDeh1M3gyhcWj"
"13147","Little River Band","Forever Now","2LsJeutfbPWf67v8nEc4Jg"
"13148","Little River Band","Help Is On Its Way","64RnIqEMPUPx3MTzPwcfKO"
"13149","Little Tragedies","Relayer","6UznZ6dFXNcUOQLyXEb9qY"
"13150","Little Walter","Last Night","4Bh8jo5AaEF8Vsv4TorXF5"
"13151","Little Walter","Mean Old World","3hgCghROIPnOYK5NrukVCb"
"13152","Little Walter","You're So Fine","5YinyIJHpXBaWkgjvKHFjD"
"13153","Litto Nebbia","Mariposas de la noche","58s0QbAtB0OYzihD7nOk2v"
"13154","Liveola","The Truth","7bBYTYlaCixgNuFXzWTVbd"
"13155","Living Things","God Made Hate","0NjqADJIkBlf3KXzWCsy6x"
"13156","Liz Phair","Girls' Room","3N7U4TiOjsAfGtybnmnDQN"
"13157","Liza Minnelli","If I Were In Your Shoes (Live At The London Palladium)","6WYkLAFgWhZdY1JCtUxqkV"
"13158","Lloyd Banks","Warrior Part 2","1kSSWsWZuCcrlgVpb5yKYn"
"13159","Lloyd Price","It Ain't Easy","1KXCxNHuygDW9sB4Va6Bhn"
"13160","Lloyd Spiegel","I Just Wanna Make Love to You","5KjwVa3TDYtHEGSO1kuwWX"
"13161","Lloyd Spiegel","Long Way from Heaven","619Bo4fIjF62BXWZV3qQO5"
"13162","Llwybr Llaethog","Atha Cliath Dub","7k61Sz3dBBf3vdqVNGEwWs"
"13163","LMNO","Acronym Jim's Hymn","3Ku9KetoJY9OkwaKjC9C0P"
"13164","Loco Zydeco","Bucket Of Crawfish","0gtshcaFPK8Ze0P3RcWsCK"
"13165","Loco Zydeco","Let's Zydeco","1IvMFuPrgAC3jBZBBxNDYG"
"13166","LOFOFORA","Nobody's perfect","6Fcy3PNNpfmovJOidEawCW"
"13167","Logh","The Black Box","34RWIokLPRR7K0BKNaQdaK"
"13168","Logickal","Chantaction","24xTLeZi2oSgfgSZ1w8fIn"
"13169","Loko","Freestyle Virtuel","7zMy1CLBPo1jFonprChn4c"
"13170","Lole y Manuel","Dime","6u5sVSUs1WshjRyuvJSyEj"
"13171","London Elektricity","Just One Second (Apex Remix)","11IS9sbmnAqSdLQaEvZGbb"
"13172","London Funk Allstars","Mad Love","1NZksKOt3ViYRIMIs79rY0"
"13173","London Theatre Orchestra","So Long_ Farwell","0i0hS0fzQD4f7gKO1D0Q37"
"13174","Lone Star","Alas En El Cuerpo","2i8CNO2b8vWWZmuZptro1i"
"13175","Lone Star Ridaz","All My Nggz","03erq8RytvfaNRrOwJ5gnH"
"13176","Lonesome River Band","Highway Paved With Pain","0HHDNCu13KNe7oYRn3BYod"
"13177","Lonesome River Band","Southern Comfort","3aomy4NLiy0ObQZJQWm6Wi"
"13178","Long John Hunter","So Long","5jvI500N6v9tR4yKcsSPcg"
"13179","Longing For Tomorrow","Prolog","17gm6yAyWbbzZBEAiam7Cy"
"13180","Look See Proof","Single's The New Together","45TAUBuT2vWQYE7oqbDwxK"
"13181","Loose Change","Straight From The Heart (Club Mix)","5y3Duu6kRBktSkNrJ80n3E"
"13182","Loose Ends","Look How Long","4HPwWTHS1jpX8f0rUIDK3g"
"13183","Loose Ends","Who Are You?","6FxfKR0pxBw872NEFvwEIj"
"13184","Lopazz","Play In My House","67r6eNLtIrVfw5Yzecwfjl"
"13185","Lopazz","Uzbekish Sand","57FQ3wl4CpsDOxO8OmQuyR"
"13186","Lord Belial","Trumpets Of Doom","0w2KBj9LjkBTvBWJfIF0M6"
"13187","Lord Creator","Someday","542vQSqmzziiCwvRLKXjLy"
"13188","Lord Invader","Mother Love","2MRfOHhreX9brj5lNjrtQb"
"13189","Lord Jamar","Intro","5q8RS7VRaDwOLUOLdxN7OG"
"13190","Lord Kitchener","Dr. Kitch","5yiD5KuaHUTRhd5PVhYRTG"
"13191","Lord Kossity","Hornet","6RMnbLHMojn7srJEqCs7Oc"
"13192","Lord Melody","The Seagull and the Mule","3QhlhEUOvxqCVKsxprMBIn"
"13193","Lord T & Eloise","Make Dat Monet","08CzvTYVuNkbBPsGjy5pqV"
"13194","Lordz Of Brooklyn","American Made","6DUO3HK4paBwcAxn3LQl2m"
"13195","Loredana","Rina","05tnjM6nUs3REtbLCdukzt"
"13196","Loredana","Vreau Toata Noaptea","78jHbRsMFElTda2JQ9C01y"
"13197","Loretta Lynn","Peace In The Valley","3eG5WmWNJgjZ44BpvrQInl"
"13198","Lorez Alexandria","No More","7Be1BF0C0bRbdjLJ2IitEp"
"13199","Lorez Alexandria","Show Me","7vewHwF2OIIbm0tUyNm4G6"
"13200","Lorne Greene","Ringo","5GHbWzjRy1XfnTf5rkA8bf"
"13201","Los Alegres De TerÃ¡n","Corrido Villista","7E9GJ22yLDQndHku9f7ggJ"
"13202","Los Alegres De Teran","Una Vida Con Dinero","4KpGV2r6jaDPR6cONFb4Yg"
"13203","Los Amantes De Lola","El Deseo","3UDvAnKIBEsckBlOK1o0JA"
"13204","Los Amantes De Lola","Valiums A Tu Tia","2e0lS5SFQQwZA0pICuwdFx"
"13205","Los Campesinos","Los barbis","0L3AJcWK14K03t4LPV6PUW"
"13206","Los Cojones","Dame gasolina","1YDfQoSLtxEKFSIbP7Dzvo"
"13207","Los Compadres","Los barrios de Santiago","01r2eLFAIbYlHroSjx20nI"
"13208","Los Cuates de Sinaloa","El Guero Pesado","0w5GHAslPf72RGCC974svC"
"13209","Los Fabulosos Cadillacs","Roble","3nc5UUBP2tKVYvv38G0hXG"
"13210","Los Humildes","Amor De Propina","6ETrm1UbFITanGW2RfaVfq"
"13211","Los Indios Paraguayos","Ypane","1Hm3GGRXhc6N861Zh7z1JQ"
"13212","Los Intocables Del Norte","Como Buenos Amigos","0k4ykbwhU4eGWTzkYSBKXP"
"13213","Los Invasores De Nuevo Leon","Decias Que No","6zOIXgeVzauRewVzRUldXI"
"13214","Los Limones","El Hechizo","107Ar2FXjLtKFOa1aoNAn7"
"13215","Los Llayras","El Bordado De Dios","75vCWtOMoObwoJu6MD6OcL"
"13216","Los Lobos","When the Circus Comes","2svD20rFaTIFzJvtOmvveY"
"13217","Los Manolos","Jet set","2ak9Mp3wevbiPKSh2HAPlp"
"13218","Los Natas","El Gauchito","4Vs2gJN2tbELkGp8EkD7lF"
"13219","Los Palominos","Te Prometo","37cZ9zG1laqkFd4C6dGv6i"
"13220","Los Parientes De Playa Vicente","La Llorona","52yas3oAjjcDlRlB4sHRyw"
"13221","Los Patita De Perro","Ponpin","5tq42JzRU7NV71rVz9BVxZ"
"13222","Los Peces","El negocio familiar","2EOUvd4rrlueu5Cqr9Z7Wh"
"13223","Los Pericos","Rata China","1gcvVJO6c9l8g5dExldA6j"
"13224","Los Planetas","Rey Sombra","36jkrS8DuPsWVnnIvOrdNZ"
"13225","Los Razos","Que Vivan Los Potosinos","3VIDMWiOjZzCUDnOUgRkfZ"
"13226","Los Rieleros Del Norte","El Sancho","0owN08d6ZjfLAsCAef3r9R"
"13227","Los Rieleros Del Norte","Y Yo Lloraba","1IaOHWwqX9O06AeLrG3cBJ"
"13228","Los Rodriguez","Una Forma De Vida","62ixbupyidWcdls1bnMBE6"
"13229","Los Sabrosos Del Merengue","Macolina Mix","55EdMU0kFGQ1txfW4FHjNt"
"13230","Los Tiki Phantoms","La marcha de las Calaveras","0ExteEf8ayOYthW80NGE3f"
"13231","Los Traileros Del Norte","Los Secretos Del Amor","7ePRTPfTQ3DFBbhEC4Okgg"
"13232","Los Tres Ases","No Me Platiques Ya","11XewRcCioJMftI9Ayj3Kf"
"13233","Lost & Found","Home Sweet Home","5BTJt7Zs72OKSiFpMW2GIB"
"13234","Lost Children Of Babylon","Arabian Knights","2dkVmLYSH50IWkCXb90xcv"
"13235","Lost Stories","Gone But Not Forgotten","0oLngSLx1rsDbmDKjxaFBd"
"13236","Lou Christie","LIGHTNING STRIKES","2B6YT5duphOsHeO4RvGTrE"
"13237","Lou Pride","Tonight","1VNRZ2vpeNgNejl5uRGhXY"
"13238","Lou Reed","Walk On The Wild Side","5p3JunprHCxClJjOmcLV8G"
"13239","Loudness","In My Dreams","4baWcChSBYTYkRy1c9Dn7y"
"13240","Loudon Wainwright III","Treasure Untold","0CvkyWteeqhySHHs48ElPC"
"13241","Louis Armstrong","Jeepers Creepers","5S6HJOPdJlwlVQfiCe3Evi"
"13242","Louis Chedid","Combien (Festival Des Vieilles Charrues)","02hF1YcbkJCEJ1QoLlML13"
"13243","Louise Goffin","Light In Your Eyes","13QcMOxaPrbZvf4ewqV1ep"
"13244","Lounge Lizards","Epistrophy","4cfHP0fBPWsaIsb4Cgrhlx"
"13245","Lourds","Love All Of Me","5e9J1IyhBPpAgKYcXOsw0d"
"13246","Love","Abalony","5zToh2yZ3jFfjTol2hDoLy"
"13247","Love and Rockets","Dreamtime","5Ku6lJuVuh6wU5CF092Xh6"
"13248","Love Grocer","Hornsman Dub","1roMTDoqQPVwl28e0ahwFb"
"13249","Love Jones","Here's To The Losers","6u0XHYcpxFVtH9bAztG4jd"
"13250","love like blood","High Tension","3TN3KU2LjuOBQD6ff0sZik"
"13251","LoveLikeFire","Wish You Dead","6HXJnPI7tlSVn6BOvTUseD"
"13252","Loves Ugly Children","Motorbike Girl","4qjVteE1b1WKDTqO8zqyhH"
"13253","Lower Class Brats","Sex And Violence","0bhGQ2HbN2jFJPxK2u1E0d"
"13254","Lowlife","Hollow Gut","36aNQ2Au7EPhnibgjf5s08"
"13255","Luca Carboni","Solarium","6ExcHBmqNbfnbworauy0su"
"13256","Lucero","Amigas","4KKypvNGhbqMHN5kjA3poG"
"13257","Lucero","Hey Darlin Do You Gamble?","50H880bfXgzlVItJAN4VSP"
"13258","Lucha Reyes","Ay_ Jalisco_ No Te Rajes","1eT2SGwOpOBlWbNFFBk1EM"
"13259","Lucha Villa","Es Imposible","4BgDHF4WWkEDHtevnGOy3q"
"13260","Luciana Souza / James Taylor","Never Die Young","0DzY5LuiJRgP8YArtcd3Yq"
"13261","Lucienne Delyle","Sur les quais du vieux Paris","6uDiytqUhn4adA9OcM4rUq"
"13262","Lucille Bogan","Drinking Blues","05f831d1b30Hx5aO1GAhDE"
"13263","Lucille Bogan","Shave 'Em Dry II","6uYVwPP9BGgqDKBorb2k8L"
"13264","Lucinda Williams","West","5mNuybrIUi8NS9JGqAE8Je"
"13265","Lucinda Williams","Words","2bP1BSznm6Gb3HlTseKVEo"
"13266","Lucky Dube","Together as One","1F8JfOgRwzYWXnQrBymfRo"
"13267","Lucky Peterson","It's Your Thing","5Dffww6WiPkT4e3Pkeprxj"
"13268","Ludov","Mecanismo","3Sw37Dn5apqu95UxohhbHq"
"13269","Luis Eduardo Aute","What Matters Is Just You","0DYyZC9ss5msA2qOWFxW65"
"13270","Luis Fonsi","Tell Her Tonight","2gPwwI1KIs1GA3JBewoziP"
"13271","Luiz Bonfa","Fanfarra [Fanfare]","0FVl99YAE47Qj3i9DNw0Cq"
"13272","Luiz Melodia","PapelÃ£o","2qiaYPv90Mdj3LBmnyCqsw"
"13273","Luka Bloom","Change","1L13tPqv12QIqmEpCnQahd"
"13274","Luka Bloom","Gypsy Music","77Z5By8tADuKveIFnDgwO6"
"13275","Luke Bryan","We Rode In Trucks","1QQfaiXS55IQt0kojVUvTP"
"13276","Luke Dzierzek","Echo","0TnY6q6uT7a1TZZuef1Cey"
"13277","Luke Haines & The Auteurs","Michael Powell","1weGGl1Oi9R3FRvwzsyNL6"
"13278","Luke Terry","Chasing The Sunrise","62jQ91SnJT45UPRsptU52b"
"13279","Luke Terry","Using Me Using You","19Idw1ZotM7vDXdPmjcZ99"
"13280","Lukestar","White Shade","5utLW711GozqAHhDGFtAPm"
"13281","Lullaby For The Working Class","The Utilitarian Christmas Jingle","4qosTSQ6vCXdBpZzoknaxe"
"13282","Lumen","Ayin","13vp524DsAREZSApOk2Vr0"
"13283","Luna","Drugarice","23lauCexQWmDJLo8206SFm"
"13284","Luna","The Slow Song","0uyDv0iRqSbBDjBq4bwjXC"
"13285","Luni Coleone","Family (Remix)","07EOEvPuqS3LoBlsbnTzyC"
"13286","Lunik","Snelle Pig","53cDdHlx7H6aBr3gyNLCHJ"
"13287","Lushlife","Another Word For Paradise feat. Camp Lo","5QZuV3Ueij8UkVj8JOGlcd"
"13288","Lushlife","Meridian Sound [Part Two]","73abt6Ufy0kXZJkr97u76G"
"13289","Luther ""Guitar Junior"" Johnson","Hey Little Girl","3fMoJiHdznKosWqATyEGhF"
"13290","Luther Barnes_ The Red Budd Gospel Choir","You Just Hold On","59w1Cu0CO7J2P5AJFlETrd"
"13291","Luther Vandross","Heaven Knows","7IoK42h6rYE6aYJ54OiQ5W"
"13292","Luza","Intro","0mtyBH4qtX2cF8L9ogtSPO"
"13293","Lye By Mistake","Ostrich Feathers and Apple Pie","2zzepMUTeqhq4q2rkPyNpn"
"13294","Lynch Mob","Kiss Of Death","3UIZ7FwBpoj2C87iP8R64v"
"13295","Lynch Mob","Tooth & Nail","1SUgNJtRfAiOq6CTiidFz9"
"13296","Lynyrd Skynyrd","Sweet Home Alabama [live]","5KvY698Og3AomuQjQdxWIV"
"13297","Lyrics Born","Callin' Out","3cq68LrfebgBW4sgXHtHOF"
"13298","Maanam","Szare Miraze (Live 1981)","4gdgjUGXBSaEnfF42f02CT"
"13299","Mac Dre","My Life Is A Movie (feat. Messy Marv)","1JLlxn7vfHsb4P5YrSM1Yd"
"13300","Macabre","Temple Of Bones","5TyXQadt903Npr5zWCGYzw"
"13301","Mack 10","I'm Dope (Edited)","6IcrSezEg0ZyTNb9sEyYqS"
"13302","Mack and Jamie","Senseless Peace","03sL4ieH4MVWlWbhBdEo0m"
"13303","Mad Dog Loose","Sister Of Free","6JkmubBIA0HdWR0Cq4DXyd"
"13304","Mad Professor & Lee Perry","Mystic Powers Of Dub","1h9r2kBiSwHU58Edj8pdDw"
"13305","Madder Mortem","Enter","3PQZo1Fi1tc9DXI9LqVHM2"
"13306","Madee","Impulsor","6XzGIX5EjK4YwkdBCc2LJj"
"13307","MADISON","Easter egg","0KNuXMe18Dh8ekPA9k7IbV"
"13308","Madlib","No Sitar (outro)","374Q2WsymdOMLh5V6wazPG"
"13309","Madness","Tomorrow's Just Another Day","0pvxo5k6dTWwXI45IC5WMR"
