"","X1","artist","song","spotify_uri","Album","Release"
"14399",14399,"Rebirth Brass Band_ Cheeky Blakk","Pop That Pussy","1JU1rOJyP262b0C7CFTdIa","Hot Venom","2008"
"14400",14400,"Reckless Kelly","Break My Heart Tonight","716QABy2MMurGzI3E8RkHf","Americana Master Series : Best Of The Sugar Hill Years","2007"
"14401",14401,"Red Alert","It's Me Boys","3M21GgT2Ophp9i0p9gG5MC","We've Got The Power","1983"
"14402",14402,"Red Animal War","Dark Country","0vhrzwpl6tDEhPTuhCQTC3","Breaking In An Angel","2001"
"14403",14403,"Red Hot Chili Peppers","Pretty Little Ditty","0VNgwKioO0om8n9R3oBoIj","Mother's Milk","1989"
"14404",14404,"Red House Painters","Around And Around","7gNsowLQ8QkLCGYuMe2bKO","Take Me Home: A Tribute To John Denver","2000"
"14405",14405,"Red Letter Day","Presence Of The Night","6cAHDhRFR3GR6uUXjMStX2","More Songs About Love And War","2004"
"14406",14406,"Red Nichols and His 5 Pennies","Bass Face Joe","5TSBnOWlyreqlcFjbt1CBC","Parade Of The Pennies","2011"
"14407",14407,"Redcar","Long Sleeves (Anne Marie)","3HyGzBimRz6mCUR33l214v","Can't Be Stopped","2007"
"14408",14408,"Redman / Gov Mattic / Double O. / Tame / Diezzel Don / Roz / Young Z.","Cloze Ya Doorz","5IMfkBCWeF3gih8AT1L9QH","Doc's Da Name 2000","1998"
"14409",14409,"Reel Big Fish","I'll Never Be","1OKK3rP8LiRCc0o9EwusCc","Turn The Radio Off","1996"
"14410",14410,"Reel People Feat. Angela Johnson","The Rain (RP's Club Mix)","4vGj5J2Pz7PVAv9hhIjK1v","The Rain (feat. Angela Johnson)","2005"
"14411",14411,"Reflector","Subtropic Flirt","3Ely4gBu3XGss5vOXJyIQ3","Wings, Water, and Light","2000"
"14412",14412,"Regina Belle","Good Lovin'","1GnH55mG4mQR8zbSctWz9v","Stay With Me","1989"
"14413",14413,"Regina Lund","Nonjudgementalmeditation","4iahky68s1Da19c0veGZzL","Unique","1997"
"14414",14414,"Regina Spektor","Ghost Of Corporate Future [Live in California 2006]","46WEn3G379cjhAuKg7RmNl","Live In California 2006 EP","2007"
"14415",14415,"Reginald Dixon","Russian Rag","7llWAbqhNhux3PxDaXPes3","Tower Ballroom Favourites","1986"
"14416",14416,"Reginald Dixon","Twelfth Street Rag","0j3a0zpVD7AlNNbB6UcL0m","Tower Ballroom Favourites","1986"
"14417",14417,"Reginald R. Robinson","The Scamp","7uaB3KdPCF4AbRTYhvjoQ8","The Strongman","1993"
"14418",14418,"Reigning Sound","Call Me","0A6XZJrDXzUvh4P4mRsdFu","Love and Curses","2009"
"14419",14419,"Reindeer Section","I'Ve Never Understood","0QVOyQ0JbhKyW2kptAfIWN","Y'all Get Scared Now, Ya Hear!","2001"
"14420",14420,"Rekka Katakiri","Anata No Kanata","1n5DgEYw4WPT5BSFKftbW4","Kioku Memento Mori Vizaru No Nikki feat. Rekka Katagiri","2009"
"14421",14421,"Reload & E621","Nemm","7t8sgkOPem6oncruhl9rH9","The Theory of Evolution","1995"
"14422",14422,"Remote Control Egypt","The Love You Give","3M6HwfQdxTSUgFDZpWAGqB","Junk Behavior","2004"
"14423",14423,"Remute","Ed Wood","1436fmxDnedGW5nQRaMkap","Ed Wood","2008"
"14424",14424,"Renee Rosnes","Goodbye","3VdXJY2LZHy5gbjrJk9tuo","Written in the Rocks","2016"
"14425",14425,"Renegade Hit Makers","R O C K In The U S A","7qJYNxrGhlClqjXHMKp6sm","70's 80's Ultimate Party Jams","2009"
"14426",14426,"Renegade Hit Makers","Tell It To My Heart","6GO6ihaad5lXa4YJzYNzit","70's 80's Ultimate Mix Tape","2010"
"14427",14427,"Renegade Soundwave","Recognise And Respond","22vX3URyNZF9uPYEjH4k3G","In Dub","1990"
"14428",14428,"Renegade Soundwave","Transworld Siren (1990)","5AKsylGRx1IdLZPluwu5dY","RSW 1987-1995","1996"
"14429",14429,"Reni","Zimzelena","0Qi0d8h0cBPEvB2Scjuj3I","Reni 2003","2003"
"14430",14430,"REO Speedwagon","Back In My Heart Again","2hUMDHmsHxdOyYRrJ0kYl3","Good Trouble","1982"
"14431",14431,"Reset","A Matter Of Rights","3T1CtGiEyjrk6PGl2FeBBv","No Worries / No Limits","2006"
"14432",14432,"Reset","Friend","54mgZcEKzpfjAOkJN2D6mM","No Worries / No Limits","2006"
"14433",14433,"Resin Dogs","Set It Off (Superdense'Child Remix)","6dzxiQqRgabbrzl9VIZHPX","Set It Off","2002"
"14434",14434,"Restless Heart","The Bluest Eyes In Texas","1vYf97tjbKVPXHK4oQPU0T","Greatest Hits","1998"
"14435",14435,"Return To Forever","Vulcan Worlds","73J7OKw178I0K5JCHnBp4s","Where Have I Known You Before","1974"
"14436",14436,"Reuben Wilson","Ronnie's Bonnie","5GRCux0IUekOb2SvaAI8jf","Blue Break Beats","2003"
"14437",14437,"Reunion Show","Too Much","3v6LPYnOtqa3UmOFrZo6KP","The Motion","2001"
"14438",14438,"Rev. James Moore","God Don't Need No Matches","7aCOgdYW2iQQlucsafh5BD","Live with The Mississippi Mass Choir","1990"
"14439",14439,"Rev. Timothy Wright","I Made It Over","5cK8MqaWsMNUd1zdvWCDGX","Let's Celebrate (He Is Risen!) [Live]","2005"
"14440",14440,"Revolution Smile","Alien","56Qkyuq8fr3grqSNiSyQaR","Above The Noise","2003"
"14441",14441,"Revolution Smile","The Ride Of Los Angeles","0ubWIwJ1SYJ0Uf5XVr9b8V","Above The Noise","2003"
"14442",14442,"Revolver","Dentro De Ti (Valencia)","6caiO57MFEHgs6bUyCFR3L","Grandes Exitos","2003"
"14443",14443,"Rework","I Don't Understand","2xovdWAsRpY6KsAV1FwYRD","Say Hey","2001"
"14444",14444,"Rex Allen_ Jr.","Can You Hear Those Pioneers","390BGHt56YVel2uWdgFJlE","Singing Cowboys","1995"
"14445",14445,"Rex Mundi","Techanza","1ZMvke9x3qNZFON2fCpm3E","Techanza","2010"
"14446",14446,"Rex The Dog","Gecko","0LrepIw9CmSwneTkER79tU","The Rex The Dog Show","2008"
"14447",14447,"Rey Ruiz","Vereda Tropical","1iRV6BhKr2VJzxcb0mNgIR","Mis Favoritas","2011"
"14448",14448,"Reyli","Alma Gemela","5QKv8NAPKFD1lBU0ZL2ICm","Bien Acompañado","2012"
"14449",14449,"Rhian Sheehan","Cosmology","1Ka2p6syWPf6knte35uIM6","Tiny Blue Biosphere","2004"
"14450",14450,"Rhythm King And Her Friends","Vabanque!","19mrUujtFEPrtwfB9caCxk","The Front Of Luxury","2007"
"14451",14451,"Ricardo Arjona","Libre","2BSrm95267iStZUlT29Y1V","Historias","1994"
"14452",14452,"Riccardo Sabatini","Dance With Me","3aXVY9Ci7yilzDToY2njgt","Reverse EP","2009"
"14453",14453,"Richard ""Groove"" Holmes","Black Groove","2VpSsjSGmO3EJp08Jia4O0","Somethin' Special","1962"
"14454",14454,"Richard ""Groove"" Holmes","Cheeka's Dance","4MFV9E9PBxMhOovuHvE1G2","Timeless Richard 'Groove' Holmes","2003"
"14455",14455,"Richard ""Groove"" Holmes","Slo Breeze","1R112sTkPIGhUFJKZ2UazR","Jazz for a Lazy Day","2009"
"14456",14456,"Richard Clayderman","Hill Street Blues","0m7VZwJzmRz8exM44Ks3YT","Swinging Pop Hits","2017"
"14457",14457,"Richard Dinsdale","Put your Hands Up","2klCzvgKPctzbOkKrvBJFc","Somatic Industrial EP","2010"
"14458",14458,"Richard Galliano","Giselle","0GBCthmzUOiuh0vJlKbBnH","Aria","2017"
"14459",14459,"Richard Galliano","Mozambique","6xInwDFlB1Kk0UlUwpnFoo","Blow Up","1997"
"14460",14460,"Richard Page","Just To Love You","0lIDXxj6tEChBJCnCcjBEy","Shelter Me","1996"
"14461",14461,"Richard Swift","The Atlantic Ocean","6YdpcgFOripla3UpyMUbK0","The Atlantic Ocean","2009"
"14462",14462,"Richard Thompson","The Dune Ship (Instrumental)","5sXA6cRah2m0nXXWHIEBf3","Sweet Talker","1992"
"14463",14463,"Richie Arndt & The Bluenatics","When The Train Comes","4UY8ZwwwTEyKovb14EkYfg","The Blue Side Of (Best Of)","2010"
"14464",14464,"Richie Rich","Straight Mail","0rQq6OxaW8T3ZKKHd5jSDS","The Game","2000"
"14465",14465,"Richie Stephens","Until","0PMXTvpFUHiOO2rfixeFD0","Double Trouble","2008"
"14466",14466,"Richmond Fontaine","Incident At Conklin Creek","1Xg7tSus8FRTAGoGGpnefh","The Fitzgerald","2005"
"14467",14467,"Rick Astley","Never Knew Love","57I5xU5EpKNDQFebc2aYjs","Free","1991"
"14468",14468,"Rick Cua","The Old Man","5y5wlFFbB7zDojAvgZ9SVf","You're My Road","1985"
"14469",14469,"Rick Wakeman","Morning Has Broken","7f6BZneOzXslVLWYpgpMHD","Piano Portraits","2017"
"14470",14470,"Ricky Martin","Susana","4EMUlR3sAGYA7qoIjeXBtk","Ricky Martin","1991"
"14471",14471,"Ricky Valance","Back into country","0JeUMRHusaJK51FFFsFKzw","Rare Ricky Vol. 1 - [The Dave Cash Collection]","2011"
"14472",14472,"Ricochet","The Star Spangled Banner","0qwbVPWzv3zpu4Vvowk0sA","Blink of an Eye (Expanded Edition)","1997"
"14473",14473,"RIDDLIN' KIDS","I Want You To Know","7wglwFXHFaWDIT9z1zXpnT","Stop The World","2004"
"14474",14474,"Riger","Ruhnen","4p4F0t8UXlEtNWOffyhbQi","Hamingja","1999"
"14475",14475,"Righteous Brothers","Just Once In My Life","0qdTcFmL5mtPgdYqPPJubE","The Very Best Of The Righteous Brothers - Unchained Melody","1990"
"14476",14476,"Rihanna","SOS","30cSNer6TV8x2utjULVeQ5","A Girl Like Me","2006"
"14477",14477,"Rihanna","Unfaithful","13xxBnXOuiBxVxJI458B0i","A Girl Like Me","2006"
"14478",14478,"Rikki Jai","Last Band","4YCZg47v0UVOfrzSbB0PBh","Soca Gold 2007","2007"
"14479",14479,"Rima","Real Love (feat. Colonel Red)","6966aH1O0UhdkqW1QVzpck","This World","2003"
"14480",14480,"Ring_ Cicada","Independence","1KxGZOyl1pCDmqIzERzCxn","Good Morning, Mr. Good","2003"
"14481",14481,"Riot","Killer","6rh4TDdxltHfaGkARYsXOe","Born In America","1984"
"14482",14482,"Riow Arai","Undulation","5vGZV7I0HgxgJE62DP9gG5","Mind Edit","1999"
"14483",14483,"Rise Against","Historia Calamitatum","0YDuzmEhbfXkOTdhNUdXK1","Long Forgotten Songs: B-Sides & Covers 2000-2013","2013"
"14484",14484,"Rise Against","Stained Glass And Marble","03024JYziE1iomrYNRy3wL","The Unraveling (Re-Issue)","2005"
"14485",14485,"Rise Against","Survive","5QdGtvqKitrxvF2OsX4bU9","The Sufferer & The Witness","2006"
"14486",14486,"Rishi Rich","Nahin Jeena Remix","0D50N8Mg43jTkAHdOMUfm3","Simply Rich","2002"
"14487",14487,"Rishi Rich","Tanhai","3IkKauU0oQQ4qwaem3W43v","Simply Rich","2002"
"14488",14488,"Rising Sons","Flyin' So High","4NI2TkgmV9E4w7BUyUSIb2","Rising Sons Featuring Taj Mahal and Ry Cooder","1992"
"14489",14489,"Rita Lee / Milton Nascimento","Mania De Voce","3TpuIjVgNfEbJfb4oOeXVy","Nos Bailes Da Vida","2000"
"14490",14490,"Rita Marley","Harambe","1NJgb0MnM72Edmn5HNt1nR","Rita Marley Sings Bob Marley and Friends","2005"
"14491",14491,"Ritchie Blackmore","Little Brown Jug","4f8ed8oq4RiNr7InQ5GidT","Ritchie Blackmore Getaway Groups & Sessions, Pt. 2","2013"
"14492",14492,"Ritual carnage","Fall of the empire","4MVB2cmWCjaEDsKLFmdHTw","The Birth Of Tragedy","2002"
"14493",14493,"Riverside","Dance with the shadows","3yyiIO8pTfQlyrcyd2lITZ","Second Life Syndrome","2010"
"14494",14494,"RJD2","Get It","6zbs594cT9ldadrPB7NUVv","The Third Hand","2007"
"14495",14495,"RJD2","Reality","6saehyLMVbWzaC6p5ZzHof","The Third Hand","2007"
"14496",14496,"Rob Swift","The End","3roZK34kaewKWnwmZVncB9","Who Sampled This?","2003"
"14497",14497,"Rob Zombie","Spookshow Baby","1NJbYkBhZhcsAVvabqgo08","Hellbilly Deluxe","1998"
"14498",14498,"Robbie Robertson","Coyote Dance","0SbnbIglqkZOiJkkQNRyoz","Music For The Native Americans","1994"
"14499",14499,"Robbie Seay Band","Song Of Hope (Heaven Come Down)","6f4CBalvvh6kJCdeNQvSVp","My Worship Playlist","2011"
"14500",14500,"Robbie Seay Band","There Is A Call","6XymYtRgY57ngYKv85x9Lf","Miracle (Deluxe)","2010"
"14501",14501,"Robbie Williams","Last Days Of Disco","6lunx6d0gkUyMVJZTJhf1k","Reality Killed The Video Star","2009"
"14502",14502,"Robedoor","Spiral Veil","5Ikjnxcbd0RY2uXWPa5BBz","Unsummoning","2006"
"14503",14503,"Robert Forster","On A Street Corner","3hWBOTbwtx0mHcGGRSvy7t","Warm Nights","1996"
"14504",14504,"Robert Hood","The Body Human","5MuclW1eVqhNKmgnVEHjcw","Point Blank","2002"
"14505",14505,"Robert Johnson","When You Got A Good Friend","1RnU42lF1bIdjc2unc9M4R","King Of The Delta Blues Singers","1937"
"14506",14506,"Robert Miles","FULL MOON","1jTTDi488QnjAsQSGqmU3t","Remember Robert Miles","2017"
"14507",14507,"Robert Moore","Attitude (Nobody But Me)","5DN5ozXDMbv9h1hiaGcZHj","Cool Blue","2000"
"14508",14508,"Robert Owens","Never Too Late","5fQ47ZUlkkZP2QVrGvu29p","Accapellas Compilation, Vol. 2","2009"
"14509",14509,"Robert Pete Williams","Jessie James","7l6RNP7H7FKsSF2Ox1hcDa","Long Ol' Way From Home","2006"
"14510",14510,"Robert Pete Williams","Railroad Blues","3GLkPEIxdm3Qji230XzBSz","Robert Pete Williams","2001"
"14511",14511,"Robert Pollard","Circle Saw Boys Club","0bZiUBE6JT1MSGup10iJSr","Silverfish Trivia (EP)","2007"
"14512",14512,"Robert Pollard","Perverted Eyelash","0bMUl9WcFOsXgTVfgqMLCu","Elephant Jokes","2009"
"14513",14513,"Robertinho Silva","Falange Dos Tambores","7dicAtXaLC2SuueZ2J3RGl","Cachorro À Vista","2017"
"14514",14514,"Roberto Carlos","Detalles","4tAwP9QKeLEQJ2fgd1RWcY","Un Gato En La Oscuridad","1964"
"14515",14515,"Roberto Faz","Pintate Los Labios Maria","5sRL1OlBTwlvkA4B9bqJkP","Cuban Legends","2014"
"14516",14516,"Roberto Silva","Morena Boca De Ouro","4gu1HoNHNsWt1SEhTSkpGO","Eu Sou O Samba - Roberto Silva","2004"
"14517",14517,"Robin Bullock","Jack O'Diamonds / Merrily Kiss The Quaker","0oyTrpxh7WiBtYB6sdocXB","Between Earth & Sky: The Pulse of Celtic Music","2006"
"14518",14518,"Robin Trower","Sweet Angel","2IlQSSvDm3U9PgT1vLNFyy","Living Out Of Time","2009"
"14519",14519,"Robin Williamson","Shepherd's Tune","3cXIkqdYfe1TITyTHnUIwT","Skirting The River Road - Songs and Settings of Whitman, Blake and Vaughan","2002"
"14520",14520,"Robyn Hitchcock","Cathedral","1e8vW3a0NuvYIpeAa0pYVm","I Often Dream of Trains","1984"
"14521",14521,"Rocio Banquells","Cielito Lindo","5oOjtU07xWR3ujpUDA7WD8","A Mi Viejo","2005"
"14522",14522,"Rocio Jurado","La Mujer Del Torero","5auAkX7cCobIJ2leh6rI6y","30 Canciones De Amor","2007"
"14523",14523,"Rock et belles oreilles","La chanson de Rock et Belles Oreilles","0Uy0QfZeNdskBMvd73Dl3v","The Disque","2007"
"14524",14524,"Rockabye Baby!","God Only Knows","1CNorgh12aCFcen8oYlvhG","Lullaby Renditions of the Beach Boys","2006"
"14525",14525,"Rockabye Baby!","New Kid in Town","34H1SMWeNk03TTIzPLJeLv","Lullaby Renditions of the Eagles","2007"
"14526",14526,"Rockin' Rebels","US Male","2P7gp5AtgoLaaJUo5dao5x","Elvis Calling","2005"
"14527",14527,"Rockin' Squat","Triste Tropique (feat. Olodum & Edy Vox)","5lZCJjOUpBUYQRhPXsTS3f","Confessions D'un Enfant Du Siècle Vol.2","2009"
"14528",14528,"Rockit","It's Almost Time For Ben's Song","5l6oO6ym819xRdnHzDYdwG","Retro Boosters","2007"
"14529",14529,"Rod Carrillo & Shefali","Here We Come (Ready or Not)","1QBs0WkCm8Jia1f1xZj5KA","Here We Come (Ready Or Not) [The Club Mixes]","2009"
"14530",14530,"Rod Taylor","My Empress","7trbVxeiUK5hc7BPxOP3a8","Best Of Rod Taylor","2011"
"14531",14531,"Rod Taylor","Nyabinghi","3s7nC5IGFCQFdxzoxOcW78","Hold on Strong","2009"
"14532",14532,"RODNEY CROWELL","Funky And The Farm Boy","5GBlyOHBEtJiCASBxA2xTv","40 Years of Stony Plain Records","2016"
"14533",14533,"RODNEY CROWELL","Glasgow Girl","7iL1frHGDQLPcP0STYGZpf","The Outsider","2005"
"14534",14534,"Rodney O & Joe Cooley","Sleepa'","3s09XEEwNMQOKKaLLh2z0M","The Final Chapter","1998"
"14535",14535,"Rodney P / Farma G / Mystro / Braintax","You Know Who You Are","1YwmQvdkuhiSIdKCCVLsIT","Life Before 40","2005"
"14536",14536,"Rodolphe Burger","Unlimited marriage ii","0XxWvtYkJSeCUbT89bb1HQ","Meteor Show Extended","1998"
"14537",14537,"Roey Marquis II. feat. Schivv/ Pyranja/ Tatwaffe","Empty Handed Masters (Instrumental)","1WPs2kEPqQs5qtXdytW4xC","Beatcollection Vol. 2","2005"
"14538",14538,"Roger Creager","Should've Learned By Now","4I6w9Qy2UA7q24IKEcbrHV","Live Across Texas","2004"
"14539",14539,"Roger Creager","What's A Lonely Girl To Do","2dg7iNPCNsLNq0IeozMa90","I Got The Guns","2000"
"14540",14540,"Roger Daltrey","Giving It All Away","4oagIqqxeeT4ehp7YjsiYn","Giving It All Away","1973"
"14541",14541,"Roger Daltrey","Would A Stranger Do?","1GKEriDs1OVIbao0dGb0LH","Parting Should Be Painless","1984"
"14542",14542,"Roger Whittaker","You Needed Me","4KMRfG94YXm0wBsxTuqMeT","Wind Beneath My Wings","1994"
"14543",14543,"Roj","Attainment of the Final Key","33zyhnP7rxg0MrsImN5apZ","The Transactional Dharma of Roj","2009"
"14544",14544,"Roll Deep","Penpals","25NahypC77gdxhSzrTNQSA","Rules and Regulations, Vol. 1","2007"
"14545",14545,"Romanowski","Dance Dance Dance (Tom Thump & Uplift Remix)","1AuUASK0ZzNRTb3n6JE34e","Romanowski's Party In My Pants Remixed","2009"
"14546",14546,"Romanowski","Lord of the Pants (2 Cents Remix)","19EvYP7aOMl8vBbpTJV3an","Romanowski's Party In My Pants Remixed","2009"
"14547",14547,"Romantika Sound","StereoSummer","3lLlXofyJM1YiErUnIxDiA","StereoSummer","2010"
"14548",14548,"Ron Carter_ Cedar Walton Duo","My Funny Valentine","6c5IaRoJa7Mom4MGhv1jCE","Heart & Soul","1989"
"14549",14549,"Ron Kenoly","Fill the Earth","2L9A1x2Pks64qSKCoosTOK","Fill The Earth","2010"
"14550",14550,"Ron Trent","Ori Space","4LyPGnHfjVLOvf37i3FwjE","From The Archive Vol. 2","2018"
"14551",14551,"Ron Trent_ Erik Rico","Sensation (Main Vocal)","4pcQatJwaXctZtM5GB993B","Sensation - Single","2010"
"14552",14552,"Ronan Keating","Baby Can I Hold You","76Ths1uJgAjQJuEg6VlmW6","10 Years Of Hits","2004"
"14553",14553,"Ronnie Dove","Keep It A Secret","0vxcSlQXiAFomDJy636iSy","The Best of Ronnie Dove Volume 2","2011"
"14554",14554,"Ronnie Dove","Say You","5KgZEIpOM83br8d0pfr92W","The Complete Original Chart Hits 1964-1969","2014"
"14555",14555,"Ronnie Dove","Walkin' My Baby Back Home","5YcAvFSWvMay8o3MpsZrNV","Cry","2018"
"14556",14556,"Ronnie Drew","D'Ya Remember Jem","3pFrD4WgDl8nEBHdPVYaSO","The Best of Ronnie Drew","2007"
"14557",14557,"Ronnie Earl & the Broadcasters","Equinox","6NhvpuFv4tnrVMbPcMX5G2","Just For Today","2013"
"14558",14558,"Ronnie Milsap","The Lord's Prayer","4EjNqHO3cheiuzrSD1wNsx","Gospel Greats","2016"
"14559",14559,"Ronnie Wood","Cancel Everything","5Hhim8sbrbzsSpIpZQDGWw","I've Got My Own Album To Do","1974"
"14560",14560,"Ronny Jordan / Dana Bryant","The Jackal","55E2AKTFjfje92UkVbEZmO","The Quiet Revolution","1993"
"14561",14561,"Rookie Of The Year","Daytona in Flames","1wnQMJfdI2gQrMakXypeCd","Having To Let Go","2004"
"14562",14562,"Roomsa","Dance All Night","5nvox9AERvlFAxFkoGuuvt","Dance All Night EP","2001"
"14563",14563,"Roosevelt Sykes","Music Is My Business","0q5bUMYuqtBwCpfFb7Lu8E","Music Is My Business","2009"
"14564",14564,"Roosevelt Sykes","Until The Clowns Come Home","4dagt4CcCnyF8fJmhPCWYw","Drivin' Wheel (The Best Of)","2009"
"14565",14565,"Rory Gallagher","Wayward Child","36STCe14Gi3WJEv8TILVK0","Top Priority (Remastered 2017)","1979"
"14566",14566,"Rosa Balistreri","I pirati a Palermu","5D1sEUMGJ3fnuXgw2NQeuw","Le 100 Più Belle Della Musica Italiana Vol.2 (Per Momenti Indimenticabili)","2009"
"14567",14567,"Rosana","Cuentan","2ch9El7uCwLbmNFjQNxKPv","Rosana","2001"
"14568",14568,"Rosana","Descubriendote","0w6reAfHrFFmIvIqVuouLK","Lunas rotas","1996"
"14569",14569,"Rosana","Nadie mas que yo (directo Las Ventas)","5IBj9A7UIOf8qYsJCir3Gz","Lunas Rotas: De casa a las ventas","2007"
"14570",14570,"Rosario","Nada Mejor","0HRU44rT6iKHzCjA8Sd4GX","Esencial Rosario","2013"
"14571",14571,"Rose Chronicles","Awaiting Eternity","021H5aciiB9GImb8cNByQT","Dark Dance - Vol 1: 90's","2017"
"14572",14572,"Rose Cousins","Home","7mykt919tPW4NmEy61EePZ","If You Were for Me","2006"
"14573",14573,"Roseanna Vitro","Commitment","7s2XKw9if21DVy149xJ3Qj","Live At The Kennedy Center","2007"
"14574",14574,"Roseanna Vitro","In Search Of My Heart","3EFHJGVN8JnehKnMU3vFCt","Tropical Postcards","2007"
"14575",14575,"Roses Are Red","Running Out Of Time","1p9rdPFh2zwmbpJq614vzQ","What Became of Me","2006"
"14576",14576,"Rotor","Eles NÃ£o VÃ£o Mais Se Dar","225V6uRjbui9zfCm0iRZja","Por Que Os Leoes De Circo Nao Se Revoltam?","2005"
"14577",14577,"Rotting Christ","...Pir Threontai","7qOxzALnWlGUWxarXDwFHm","Aealo","2010"
"14578",14578,"Roxy Music","2HB","1tmJ8hUZ2LpRoEGp7tRGvq","Roxy Music (Remastered)","1972"
"14579",14579,"Roy Brown","Big Town","08GIu4b4J83Ll1lvSBUPjn","Boogie At Midnight","1900"
"14580",14580,"Roy Buchanan","After Hours","4auTEJhAJ32pTzEO1Hwjs1","Second Album","1973"
"14581",14581,"Roy Buchanan","Down By The River","6mVikbuO9NvxT9bb5TXUCF","Sweet Dreams: The Anthology","1992"
"14582",14582,"Roy Haynes","Reflection","0FIv9GZQLChK9vUXxTC9CB","We Three","1992"
"14583",14583,"Roy Orbison","Crying","6eLL7QTdMWdhhG4i3jHDR9","Crying","1962"
"14584",14584,"Roy Roberts","You Ain't Miss It","0pjovFEZYloouZgXRlnRvy","Carolina Funk","2007"
"14585",14585,"Roy Rogers","Don't Fence Me In","1YGTVZDa0E8xmHNn6Rk40I","Ride Ranger Ride","2002"
"14586",14586,"Royal Gigolos","Happy Song","4F1zgQpiJVwgIgrgYn2OPw","Royal Gigolos - Best Of","2009"
"14587",14587,"Royals","High","1SoBocbTZeNZRuKDDykdpR","The Sunshine Slowdown","2001"
"14588",14588,"Ruben Gonzalez","Date Una Vueltecita","7rI0DwjqS9oFFr51KFRbco","Leyendas (Instrumental)","2016"
"14589",14589,"Ruby","Salt Water Fish","0pN2m53g3I65B3nVBpHCUg","Salt peter","1996"
"14590",14590,"Ruby Turner","Jesus on the Mainline / Atomic Telephone","6kJGayukxOaLZmyh3tp28O","I'm Travelling On","2009"
"14591",14591,"Ruff Driverz","Dont Stop","3BcFiEKO1gQdOFgWtOkpBe","In-Fidelity","1999"
"14592",14592,"Rufus Thomas","Let The Good Times Roll","0s8guam9FR1nXZjuuBrzVu","Do the Funky Chicken [Stax Remasters]","2011"
"14593",14593,"Rui Da Silva","5th Element","595FgBkZ4MDuGQetKcIX4o","Kismet Records - Fire/5th Element","2006"
"14594",14594,"Ruins","Vrresto","1wLi1FwYyNqXQZCnSQIkks","Blimmguass","2013"
"14595",14595,"Rumble Pack","Back to Basics","2CPdkWKauOe9iD09NbRF76","Goa Wisdom, Vol. 15","2014"
"14596",14596,"Rummage","Grandeur","3A0RsGQQsscGqdrHCbQ8Zk","thahandclaspinduction","2004"
"14597",14597,"Run Chico Run","Little Hairs a Curling","131PUl9eqGucscXBLwHI3l","Slow Action","2006"
"14598",14598,"Run Level Zero","Feedback Birds","16XCXj8b7NCArZmJQtIoAV","symbol of submission","2002"
"14599",14599,"Runrig","Lighthouse","1tBeXDA5Y3ngvTIR0ADttL","Mara","1995"
"14600",14600,"Rupaul","Devil Made Me Do It","4HQ9li1KOoWnaQyt4AgzTX","Champion","2009"
"14601",14601,"Rupaul","The Price Of One (Craig C. RuVisited)","1xq6aGmIAWLCY876WlNPBG","RuPaul.ReWorked","2006"
"14602",14602,"Ruper Ordorika","Albert Einstein mihia","0yeGJda51HII6XIZQIGDMF","Memoriaren mapan","2006"
"14603",14603,"Rusconi","Stella","2jqwUPhB5INYGgylx3Z6mO","Sensations","2012"
"14604",14604,"Russell Malone","Mandela","5GLlXI6J8kYnmwQu94DrkM","Playground","2004"
"14605",14605,"Russell Malone","Wind In The Willow","0vks19jcbPVil7nZvW9wKi","Heartstrings","2001"
"14606",14606,"Russell Watson / Royal Philharmonic Orchestra / Nicholas Dodd","Granada","3t7UywwhKxeLlrKjlzBoLO","Russell Watson - Reprise","2003"
"14607",14607,"Ry Cooder","Available Space","439kdOcVhEp5gQ67eYNkKG","Ry Cooder","1970"
"14608",14608,"Ryan Adams","Wonderwall","4siFdX3QLfjtzg1HHgCPW7","Love Is Hell","2004"
"14609",14609,"RyanDan","Dentro Me","2bfckkcIDCZwr6d9IpPzc0","Ryan Dan","2007"
"14610",14610,"Rye Coalition","Clutch The Pearls","65uGVCoxbMwAwr4KeN9SOm","Curses","2006"
"14611",14611,"Ryoji Ikeda","I","3z4N7xBqpB0ncTBuIJOlmZ","Opus","2003"
"14612",14612,"Ryuichi Sakamoto","Sonatine","0Nui20J8eZ6UhKTtokFglW","Ryuichi Sakamoto Piano Works","2000"
"14613",14613,"Ryuji Takeuchi","Ausfahrt","6zJqSv07CqO9AZZM5pICkL","Collabs EP","2009"
"14614",14614,"S'Express","Funky Killer","1jNm8tajm7aQnsDGNiT8i2","Excursions EP","2015"
"14615",14615,"Saafi Brothers","Fusedub","7KQ4X94bwWTotYR6lLWQ1e","Liquid Beach","2005"
"14616",14616,"Sabbat","Intro","65lFF4thujxOtLopJqsGbm","History of a Time to Come (Expanded Edition)","2007"
"14617",14617,"Sabrynaah Pope","It Works For Me (Victor Simonelli King St. Club)","38e6C45sXm1WIXteYXv8ay","The Wild Pitch Jam Mixed & Selected by DJ Pierre","2014"
"14618",14618,"Sacramentum","Awaken Chaos","5jj8y52Tyyd5lh4k1VgYMR","The Coming of Chaos","1997"
"14619",14619,"Sacred Hoop","Oak Tree","66FpB3DEPB62Yfz2qXUxI0","Sleep Over","2007"
"14620",14620,"Sade","By Your Side","6aXGgKVRGXlMqQYCIQqo4s","Lovers Rock","2000"
